id,const,created,modified,description,title,url,title_type,imdb_rating,runtime,year,genres,num_votes,release_date,directors,image
757,tt9894470,9/23/2020,9/23/2020,"A group of old war veterans put their lives on the line to defend a young woman taking shelter in their local VFW post, who&apos;s running from a deranged drug dealer and his relentless army of drug-addled punks.",VFW,https://www.imdb.com/title/tt9894470/,movie,6.1,92,2019,"Action, Crime, Horror",8958,9/21/2019,Joe Begos,https://m.media-amazon.com/images/M/MV5BMjA5YzRlYzQtNjQ0OS00OGExLTg4OWUtZWZhNDM2YTQyZjZjXkEyXkFqcGdeQXVyODEwMTc2ODQ@._V1_.jpg
758,tt0080464,9/30/2020,9/30/2020,"Through the reflection in the mirror, a girl witnesses her mother&apos;s boyfriend&apos;s murder.",The Boogey Man,https://www.imdb.com/title/tt0080464/,movie,4.6,82,1980,Horror,4517,8/29/1980,Ulli Lommel,https://m.media-amazon.com/images/M/MV5BZjAxNWI0NWQtM2NkZS00NWZmLWJkYjQtMDY4ZDE0MGNmOGE5XkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_.jpg
759,tt0080730,9/30/2020,9/30/2020,"An evil spirit Possesses the corpse of a diseased man. It must absorb the life energy of the living, in order for the corpse to not rot away. It moves to the suburbs, where, a neighbor begins to suspect something isn&apos;t right.",Fiend,https://www.imdb.com/title/tt0080730/,movie,4.5,93,1980,Horror,479,9/30/1980,Don Dohler,https://m.media-amazon.com/images/M/MV5BYWExM2Q5Y2EtNzRlYS00NmRhLWJhNmYtYzY2MTRjNmEyYzk5XkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_.jpg
760,tt0101474,9/30/2020,9/30/2020,"A group of deranged Vietnam vets start a robbery and murder spree at a local store and breaking into an isolated house they take a family hostage. As they terrorize the captive family, they don&apos;t realize they are soon in for a sur...",Blood Massacre,https://www.imdb.com/title/tt0101474/,movie,5,73,1991,Horror,258,,Don Dohler,https://m.media-amazon.com/images/M/MV5BZTMwMTRjNzktYWZlZC00MzdhLWEyNWMtNWZmZDUzMTQzY2FiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
761,tt0090093,9/30/2020,9/30/2020,"Jack Stryker took two bullets in the leg in Vietnam and was carried back by one of his men. When he returns he tries to live a peaceful life in his cabin and resume dating his girlfriend, Sally. Meanwhile, a vicious cult let by Sa...",Stryker's War,https://www.imdb.com/title/tt0090093/,movie,5.6,84,1985,"Action, Adventure, Horror, Thriller, War",901,10/13/1985,Josh Becker,https://m.media-amazon.com/images/M/MV5BNmZkZGYxMTEtYzUxMS00MWZhLWFjZmUtMWIwMWIxZTJhNTJjXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_.jpg
762,tt0074419,10/2/2020,10/2/2020,A pack of dogs goes on a killing spree.,Dogs,https://www.imdb.com/title/tt0074419/,movie,4.8,90,1977,"Horror, Thriller",934,2/23/1977,Burt Brinckerhoff,https://m.media-amazon.com/images/M/MV5BMzg4N2Q1ZmMtZTczOS00YjAyLTk2ZjctNjI2YTMyZDMzNGM2XkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_.jpg
763,tt1502397,10/4/2020,10/4/2020,Miami detectives Mike Lowrey and Marcus Burnett must face off against a mother-and-son pair of drug lords who wreak vengeful havoc on their city.,Bad Boys for Life,https://www.imdb.com/title/tt1502397/,movie,6.5,124,2020,"Action, Comedy, Crime, Thriller",165023,1/7/2020,"Bilall Fallah, Adil El Arbi",https://m.media-amazon.com/images/M/MV5BMWU0MGYwZWQtMzcwYS00NWVhLTlkZTAtYWVjOTYwZTBhZTBiXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg
764,tt1634106,10/4/2020,10/4/2020,"Ray Garrison, a slain soldier, is re-animated with superpowers.",Bloodshot,https://www.imdb.com/title/tt1634106/,movie,5.7,109,2020,"Action, Adventure, Sci-Fi",80253,3/5/2020,Dave Wilson,https://m.media-amazon.com/images/M/MV5BYjA5YjA2YjUtMGRlNi00ZTU4LThhZmMtNDc0OTg4ZWExZjI3XkEyXkFqcGdeQXVyNjUyNjI3NzU@._V1_.jpg
765,tt0101497,10/5/2020,10/5/2020,"Children turned into zombies wreak havoc in a coroner&apos;s building with just a burned-out psychic, an experienced cop and two coroners to stop the madness.",The Boneyard,https://www.imdb.com/title/tt0101497/,movie,5.6,98,1991,"Fantasy, Horror",1375,6/12/1991,James Cummins,https://m.media-amazon.com/images/M/MV5BMTkzNjYxOTcxMF5BMl5BanBnXkFtZTcwMTU2NDgxMQ@@._V1_.jpg
766,tt0095063,10/6/2020,10/6/2020,"A young woman about to be married begins having terrifying dreams about demons. When she wakes, however, the demons are real and begin to commit gruesome murders.",Dream Demon,https://www.imdb.com/title/tt0095063/,movie,5.5,89,1988,Horror,1179,5/15/1988,Harley Cokeliss,https://m.media-amazon.com/images/M/MV5BMjg5NzI0YTctNjllYi00MWEwLTg0ZDMtNGI5MTlhZThjMmYyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
767,tt0095740,10/8/2020,10/8/2020,"After the execution of a motorcycle gang leader convicted of murder, a helmeted biker goes on a killing spree during spring break in Florida.",Nightmare Beach,https://www.imdb.com/title/tt0095740/,movie,5.3,90,1989,Horror,2620,7/14/1989,"James Justice, Umberto Lenzi",https://m.media-amazon.com/images/M/MV5BMDYxZDE3NjMtMTUzMC00MzQ4LThjN2MtMDE2N2NjYjIwNDhiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
768,tt0095256,10/8/2020,10/8/2020,"A gang of crazed punks breaks into a family&apos;s vacation home in the mountains and slaughters the entire family, except for one daughter who gets away.",Grotesque,https://www.imdb.com/title/tt0095256/,movie,4.3,89,1987,Horror,1176,10/31/1987,Joe Tornatore,https://m.media-amazon.com/images/M/MV5BMWJhZDM1MjMtYjVkMC00NzhjLWI5NzQtNTdlM2IzMTRiMzVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
769,tt0085811,10/10/2020,10/10/2020,A prince and a fellowship of companions set out to rescue his bride from a fortress of alien invaders who have arrived on their home planet.,Krull,https://www.imdb.com/title/tt0085811/,movie,6.1,116,1983,"Action, Adventure, Fantasy, Sci-Fi",34535,7/29/1983,Peter Yates,https://m.media-amazon.com/images/M/MV5BMTM0YTBiZTYtOWY4MS00ZThmLTk1YzQtOGQ0NmQ3OTRiMmQwXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_.jpg
770,tt8976576,10/16/2020,10/16/2020,A group of young friends from the Bronx fight to save their neighborhood from gentrification...and vampires.,Vampires vs. the Bronx,https://www.imdb.com/title/tt8976576/,movie,5.7,85,2020,"Comedy, Horror",10455,10/2/2020,Oz Rodriguez,https://m.media-amazon.com/images/M/MV5BNmU0NzczOTMtYmE0NS00NTVlLWJkM2YtNWI2MWZjMTdlZWQ4XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_.jpg
771,tt0079227,11/4/2020,11/4/2020,An ex-US Army commando must find the reason why his comrades from his unit are being systematically murdered before he is next.,Good Guys Wear Black,https://www.imdb.com/title/tt0079227/,movie,5,95,1978,Action,3494,3/22/1978,Ted Post,https://m.media-amazon.com/images/M/MV5BNjNmM2U2ZTctNzU1MC00MGNmLTg4MzgtNDIzOGRmY2Q0MTEyXkEyXkFqcGdeQXVyMjMwNDgzNjc@._V1_.jpg
772,tt0099039,11/4/2020,11/4/2020,Tenant helps landlord fight off local street gang.,Angel Town,https://www.imdb.com/title/tt0099039/,movie,5,106,1990,"Action, Drama",773,2/23/1990,Eric Karson,https://m.media-amazon.com/images/M/MV5BNjc4NTU1MDM2Ml5BMl5BanBnXkFtZTcwNTEzMDQyMQ@@._V1_.jpg
773,tt0066561,11/16/2020,11/16/2020,"Sanna escapes being sacrificed and meets Tara. Together, they live in a seaside tribe that worships the Sun God and survive the dangers of the creatures from the Mesozoic era.",When Dinosaurs Ruled the Earth,https://www.imdb.com/title/tt0066561/,movie,5.1,100,1970,"Adventure, Fantasy, Romance, Sci-Fi",2637,10/25/1970,Val Guest,https://m.media-amazon.com/images/M/MV5BYWEzZWJhZjYtM2JlMS00Yzc2LWI1ZDItMWM3NDE3YTgzNWNkXkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_.jpg
774,tt0075415,11/17/2020,11/17/2020,"Thanks to such filmmakers as choreographers Tang Chia and Yuen Cheung-yan (brother of Matrix master Yuen Woo-ping), this battle between Scorpion, Snake, and Centipede sects to create the &quot;Five Poison Web&quot; makes for a first class a...",Wu du tian luo,https://www.imdb.com/title/tt0075415/,movie,6.1,87,1976,"Action, Drama, Fantasy, Mystery, Romance",353,10/28/1976,Yuen Chor,https://m.media-amazon.com/images/M/MV5BZDU2ZTgwMDUtMmQ0NS00NThiLWE1YTItOWZhY2RkMzgxMTMxXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg
775,tt0089421,11/17/2020,11/17/2020,Fortune hunter Allan Quatermain teams up with a resourceful woman to help her find her missing father lost in the wilds of 1900s Africa while being pursued by hostile tribes and a rival German explorer.,King Solomon's Mines,https://www.imdb.com/title/tt0089421/,movie,5.2,100,1985,"Action, Adventure, Comedy, Romance",14028,11/22/1985,J. Lee Thompson,https://m.media-amazon.com/images/M/MV5BZjk3ZGYyZmUtYTQ3ZC00NDBjLWI5NTctNDY0OTFkMDYzNjlmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg
776,tt7420342,11/23/2020,11/23/2020,"Two NYC money launderers make a quick drug deal. Things go wrong, as dirty cops are involved. One of the friends gets amnesia during their escape with the drugs and money.",Killerman,https://www.imdb.com/title/tt7420342/,movie,5.4,112,2019,"Action, Crime, Thriller",10824,7/31/2019,Malik Bader,https://m.media-amazon.com/images/M/MV5BMGEzZTAwZjYtYjRmYS00MGZkLWI4NzEtYzJmNDlhYTg5MTdkXkEyXkFqcGdeQXVyNzc0MTgzMzU@._V1_.jpg
777,tt0036716,11/23/2020,11/23/2020,"A beautiful woman is abducted from her peaceful South Seas home and taken to Cobra Island, where her grandmother Queen wants her to displace her evil twin sister and vengeance against her priest and corrupt advisor.",Cobra Woman,https://www.imdb.com/title/tt0036716/,movie,5.7,71,1944,"Adventure, Drama, Romance",1195,4/19/1944,Robert Siodmak,https://m.media-amazon.com/images/M/MV5BOWQ2ZDZhYjgtODFiZS00MzYwLWJlZmEtMGZiYWQ2NzY1OWMzXkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_.jpg
778,tt0049363,11/24/2020,11/24/2020,"Charles &quot;The Butcher&quot; Benton, a brutal death row inmate gets double-crossed by his crooked lawyer. He gets his chance for revenge when, after he&apos;s been executed, a bizarre experiment brings him back to life and more deadly than ever.",Indestructible Man,https://www.imdb.com/title/tt0049363/,movie,4.4,72,1956,"Crime, Horror, Sci-Fi",2953,3/25/1956,Jack Pollexfen,https://m.media-amazon.com/images/M/MV5BNzI1NzNmYzEtNjE3Zi00ZThmLWEyMTItYTQ4NzQ1OTkyMjU4XkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_.jpg
779,tt11750282,11/28/2020,11/28/2020,"Daniel and Sara have a 9-year-old son, Eric, and they&apos;ve just moved to a new home not knowing the neighbours call it &quot;the house of the voices&quot;. Eric is the first one to notice the odd noises behind each door.",Voces,https://www.imdb.com/title/tt11750282/,movie,6.1,97,2020,"Adventure, Drama, Horror, Mystery, Thriller",15207,7/24/2020,Ángel Gómez Hernández,https://m.media-amazon.com/images/M/MV5BMmM5MGUzZTctNTQzZC00NGFjLWI4ZDYtZWRhMWY5Zjk3YTU2XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_.jpg
780,tt8134742,11/30/2020,11/30/2020,"After barely surviving prison, the demented Firefly clan go on the run, unleashing a whole new wave of murder, madness and mayhem.",3 from Hell,https://www.imdb.com/title/tt8134742/,movie,5.4,115,2019,"Action, Horror",16257,9/15/2019,Rob Zombie,https://m.media-amazon.com/images/M/MV5BOWY5NzU5YTEtNTQ5My00Yzk0LTg2M2UtYWU4MjQwY2Y5ZTBmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
781,tt5667696,12/4/2020,12/4/2020,"Serena Brooks, an ambitious young actress, signs on as the star of a horror film with a crew of backwoods filmmakers that have worked together. When the cast starts disappearing, Serena has to become her character if she wants to ...",Cut Shoot Kill,https://www.imdb.com/title/tt5667696/,movie,4.3,98,2017,"Action, Horror, Thriller",702,8/8/2017,Michael Walker,https://m.media-amazon.com/images/M/MV5BOGM0YjYxMWMtZmFiZi00YzlmLTk5MzAtMDkzOTAzOTAzYWYzL2ltYWdlXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_.jpg
782,tt9285882,12/20/2020,12/20/2020,A gang war dooms the lifelong bond of south London friends in this acclaimed crime drama that features its writer-director as a rapping Greek chorus.,Blue Story,https://www.imdb.com/title/tt9285882/,movie,6.2,91,2019,"Crime, Drama, Musical",7624,11/22/2019,Rapman,https://m.media-amazon.com/images/M/MV5BNDVlMTM4MzEtNTdhNC00N2I0LTgyNmQtNjcyYjg3NTQ2YzA5XkEyXkFqcGdeQXVyNzQwOTQ1MzM@._V1_.jpg
783,tt0054462,12/27/2020,12/27/2020,"The head of a major cosmetics company experiments on herself with a youth formula made from royal jelly extracted from wasps, but the formula&apos;s side effects have deadly consequences.",The Wasp Woman,https://www.imdb.com/title/tt0054462/,movie,4.8,63,1959,"Horror, Sci-Fi",5026,7/5/1959,Roger Corman,https://m.media-amazon.com/images/M/MV5BOTI4MDdjMmUtOTZhOS00MTYwLWEyZTUtYTdhMTQxNGM1YTUxXkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_.jpg
784,tt0051484,1/9/2021,1/9/2021,"A brilliant surgeon encases his dead son&apos;s brain in a large robot body, with unintended results...",The Colossus of New York,https://www.imdb.com/title/tt0051484/,movie,5.8,70,1958,"Horror, Sci-Fi",1162,11/19/1958,Eugène Lourié,https://m.media-amazon.com/images/M/MV5BOWJhNjg3ODctNDllMS00YzA3LTliODAtZmZkNWEwM2Y2NjFkXkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_.jpg
785,tt0094860,1/17/2021,1/17/2021,An old Gothic cathedral built over a mass grave develops strange powers that trap a number of people inside with ghosts from a 12th Century massacre seeking to resurrect an ancient demon from the bowels of the Earth.,La chiesa,https://www.imdb.com/title/tt0094860/,movie,6.2,102,1989,Horror,8194,3/10/1989,Michele Soavi,https://m.media-amazon.com/images/M/MV5BYWE3NGJmZmYtZTcyOS00NjI1LThjYjktZWZkNTY1ZGRmMjNmXkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_.jpg
786,tt0091380,1/19/2021,1/19/2021,"August 31, 1986: Dangerously unhinged serial killer Johnathan Glick gets released from the Nevada State Penitentiary on a technicality. Three days after his release Johnathan arrives in Las Vegas, Nevada. Naturally, Johnathan deci...",Las Vegas Serial Killer,https://www.imdb.com/title/tt0091380/,movie,3,87,1986,"Horror, Drama, Thriller",229,,Ray Dennis Steckler,https://m.media-amazon.com/images/M/MV5BMTc1MTk5NjMwNl5BMl5BanBnXkFtZTcwMjg5NzkyMQ@@._V1_.jpg
787,tt0084719,1/19/2021,1/19/2021,A burned-out New York police detective teams up with a college psychoanalyst to track down a vicious serial killer randomly stalking and killing various young women around the city.,Lo squartatore di New York,https://www.imdb.com/title/tt0084719/,movie,6.3,91,1982,"Horror, Mystery, Thriller",11630,3/4/1982,Lucio Fulci,https://m.media-amazon.com/images/M/MV5BMzBjZGE3NmEtMzk1ZS00NWM0LWEyOTYtMWM5MTYyM2EyZTU3XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg
788,tt0068187,1/20/2021,1/20/2021,"Nightclub janitor discovers a secret room, finds old magician&apos;s belongings, tries on the costumes and becomes &quot;Alabama, King of the Cosmos.&quot;",Alabama's Ghost,https://www.imdb.com/title/tt0068187/,movie,4.9,96,1973,Horror,238,2/28/1973,Fredric Hobbs,https://m.media-amazon.com/images/M/MV5BMWZjM2VmMWItYjNkOS00MzEyLTg0YzUtNGYyN2EyOWY3NDViXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_.jpg
789,tt0076191,1/21/2021,1/21/2021,An astronaut is transformed into a murderous gelatinous mass after returning from an ill-fated space voyage.,The Incredible Melting Man,https://www.imdb.com/title/tt0076191/,movie,4.2,86,1977,"Horror, Sci-Fi",4922,12/23/1977,William Sachs,https://m.media-amazon.com/images/M/MV5BZDM1MGI2YzUtNDRmYi00OWY4LTgwMGQtNTllYzc1ZjcxMDk4XkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_.jpg
790,tt0130216,1/23/2021,1/23/2021,"Six people are trapped within the confines of their old high school during their 10th high school reunion with a psychotic, masked preacher who kills them off for their sinful lives they have made for themselves.",The Redeemer: Son of Satan!,https://www.imdb.com/title/tt0130216/,movie,5.1,84,1978,Horror,1121,3/31/1978,Constantine S. Gochis,https://m.media-amazon.com/images/M/MV5BMDUyMTlmMzItZjc0Ny00YjIwLTg1MmEtODFiNGUxODJiZWRlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
791,tt0086566,1/24/2021,1/24/2021,"A Los Angeles taxi driver picks up a woman in his cab, not knowing that she&apos;s on a suicidal revenge mission. He manages to escape with her before getting killed, but deranged gangsters are searching for them.",Walking the Edge,https://www.imdb.com/title/tt0086566/,movie,6.1,93,1985,"Action, Crime, Drama, Thriller",792,1/11/1985,Norbert Meisel,https://m.media-amazon.com/images/M/MV5BODcyZTFkNjktNTU5Zi00NTcyLWJmOWYtYTU3OTA0MjdhZjg2XkEyXkFqcGdeQXVyNDgxODg1MzU@._V1_.jpg
792,tt0069855,1/26/2021,1/26/2021,A deceased rich man&apos;s collection is the key to solving a string of murder committed by a mysterious black cat,The Cat Creature,https://www.imdb.com/title/tt0069855/,tvMovie,5.6,72,1973,Horror,432,12/11/1973,Curtis Harrington,https://m.media-amazon.com/images/M/MV5BNTUwOGMwNzYtN2E0ZC00MTg2LTlkYjEtOTg1NzUyYjA2MzcwXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_.jpg
793,tt4779026,1/29/2021,1/29/2021,It&apos;s been generations since the Harkers&apos; great-great grandfather killed Count Dracula. Now the Harker brothers and their best friend Ned are a town joke - until a real vampire turns up.,I Had a Bloody Good Time at House Harker,https://www.imdb.com/title/tt4779026/,movie,5.6,80,2016,"Action, Comedy, Horror",882,5/27/2016,Clayton Cogswell,https://m.media-amazon.com/images/M/MV5BYjZlMzg1YzItNGEwNC00NjFmLWJlMzgtMDdlYjllZTczMTgzXkEyXkFqcGdeQXVyMjg5NzE5MTk@._V1_.jpg
794,tt0077594,2/4/2021,2/4/2021,A martial arts movie star must fake his death to find the people who are trying to kill him.,Game of Death,https://www.imdb.com/title/tt0077594/,movie,5.9,100,1978,"Action, Crime, Drama, Thriller",21120,3/23/1978,"Alan Canvan, Bruce Lee, Robert Clouse",https://m.media-amazon.com/images/M/MV5BNDY2N2EyOTAtMGY4Zi00Mjc3LTkzNTYtNjM2YjNhYjM2MWM5XkEyXkFqcGdeQXVyMTQ2ODE0NDA@._V1_.jpg
795,tt0104530,2/7/2021,2/7/2021,An L.A. cop goes after a gang of murderous drug dealers.,Ironheart,https://www.imdb.com/title/tt0104530/,movie,3.3,92,1992,"Action, Crime, Drama",508,11/25/1992,Robert Clouse,https://m.media-amazon.com/images/M/MV5BYjkyMzlhMTgtNGFhZS00N2VjLWExN2QtZTA3ODQyZWZjZjE2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
796,tt0079168,2/9/2021,2/9/2021,"When the detectives of an undercover police unit are being mysteriously killed by a martial artist, a professional kickboxer is hired to assist them.",A Force of One,https://www.imdb.com/title/tt0079168/,movie,5.1,90,1979,"Action, Crime, Drama, Thriller",4083,5/18/1979,Paul Aaron,https://m.media-amazon.com/images/M/MV5BYmExNGJmOTktZWVhZS00ZTAyLTgyOTItYWZlODA4MWMwNzU1XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg
797,tt0081259,2/9/2021,2/9/2021,A martial artist must defeat a plan by ninjas to create a worldwide training camp for terrorists.,The Octagon,https://www.imdb.com/title/tt0081259/,movie,5,103,1980,"Action, Drama, Romance, Thriller",5842,8/15/1980,Eric Karson,https://m.media-amazon.com/images/M/MV5BMDUyNTY1NzEtOTdjNi00OGRmLTgxYWItMjY1Yzg4NDgxZWUyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
798,tt0072869,2/13/2021,2/13/2021,"A satanist cult leader is burnt alive by the local church. He vows to come back to hunt down and enslave every descendant of his congregation, by the power of the book of blood contracts, in which they sold their souls to the devil.",The Devil's Rain,https://www.imdb.com/title/tt0072869/,movie,5,86,1975,Horror,4561,7/31/1975,Robert Fuest,https://m.media-amazon.com/images/M/MV5BYzhjNzZiOTgtZGI0My00MDgxLWIzNGEtZjIxMjM5ODRlMzlmXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_.jpg
799,tt0082346,2/13/2021,2/13/2021,An outcast military cadet taps into a way to summon demons and cast spells on his tormentors through his computer.,Evilspeak,https://www.imdb.com/title/tt0082346/,movie,5.6,97,1981,Horror,4537,8/22/1981,Eric Weston,https://m.media-amazon.com/images/M/MV5BNmQyNTg2NWEtZjk3Ni00OGRkLTk1N2EtMDMyZWYwODM4ZjIwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
800,tt6237268,2/22/2021,2/22/2021,A cautionary tale aimed at a technology-obsessed society.,Ride,https://www.imdb.com/title/tt6237268/,movie,4.6,79,2018,Thriller,2310,12/14/2018,Jeremy Ungar,https://m.media-amazon.com/images/M/MV5BMjM3MzM5NjcxN15BMl5BanBnXkFtZTgwMDg1NjIzNjM@._V1_.jpg
801,tt0060877,2/27/2021,2/27/2021,"The year is 1990. An alien species makes contact with Earth through radio transmissions. After astronauts from earth venture to the planet, they find one - a female, who&apos;s mute. As they transport her back to earth, one by one, the...",Queen of Blood,https://www.imdb.com/title/tt0060877/,movie,5.2,78,1966,"Horror, Sci-Fi",2182,3/2/1966,Curtis Harrington,https://m.media-amazon.com/images/M/MV5BMTQzOTUxMjc0Ml5BMl5BanBnXkFtZTcwMDQxMTM4NA@@._V1_.jpg
802,tt0051151,2/28/2021,2/28/2021,"A pretty young Mexican girl returns to her hometown to make funeral arrangements for her beloved aunt, who has just died. Soon she begins to hear disturbing stories about the town being infested by vampires, and she eventually beg...",El vampiro,https://www.imdb.com/title/tt0051151/,movie,7,95,1957,"Mystery, Thriller, Horror",946,10/4/1957,Fernando Méndez,https://m.media-amazon.com/images/M/MV5BMGMzZGI3NDItMDU4ZC00MTRjLWE4MGUtZmI3NTM1Y2I5M2Y2XkEyXkFqcGdeQXVyMTE2NzA0Ng@@._V1_.jpg
803,tt0050146,2/28/2021,2/28/2021,"Graverobbers stumble upon the tomb of a vampire, who turns them into zombies to do his bidding, which is to stalk and capture beautiful women.",El ataúd del vampiro,https://www.imdb.com/title/tt0050146/,movie,5.8,80,1958,"Horror, Mystery, Thriller",606,8/28/1958,Fernando Méndez,https://m.media-amazon.com/images/M/MV5BMmEzZjE0ZjctMjhmYS00YmVmLTk3MGUtZjI3MjM1MTVlNmFjXkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_.jpg
804,tt0073880,3/5/2021,3/5/2021,Sheriff Buford Pusser continues his one-man war against moonshiners and a ruthless crime syndicate after the murder of his wife in late-1960s Tennessee.,Walking Tall Part II,https://www.imdb.com/title/tt0073880/,movie,6,109,1975,"Action, Biography, Crime, Drama, Thriller",1425,9/28/1975,Earl Bellamy,https://m.media-amazon.com/images/M/MV5BN2U5YzVkMTUtMWFmZC00Yjc4LTk4OTItY2U3NzM4NzJiYTBjXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg
805,tt11284280,3/15/2021,3/15/2021,"In the starving aftermath of a nuclear disaster, a family of three attends a charitable event at a hotel, which takes a dark turn when people start to disappear.",Kadaver,https://www.imdb.com/title/tt11284280/,movie,5.2,86,2020,"Drama, Horror, Thriller",11009,10/20/2020,Jarand Herdal,https://m.media-amazon.com/images/M/MV5BMWU0MzQwNjMtZGRiMC00M2UzLWE1YmItMWU3M2E0NmNkMDQ2XkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_.jpg
806,tt0082378,3/17/2021,3/17/2021,A psycho killer shows up on college campus to slash up pretty co-eds and dumb jocks.,Final Exam,https://www.imdb.com/title/tt0082378/,movie,4.6,89,1981,"Horror, Thriller",4114,2/27/1981,Jimmy Huston,https://m.media-amazon.com/images/M/MV5BOGY3NTc1OTktNmQ4Ni00YTU2LWI3YjktYzBkZDhlYjUzZGJmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg
807,tt0076478,3/19/2021,3/19/2021,"A hospital nurse is possessed by an evil spirit, and proceeds to kill off the hospital&apos;s patients.",Nurse Sherri,https://www.imdb.com/title/tt0076478/,movie,3.7,88,1977,Horror,838,3/31/1977,Al Adamson,https://m.media-amazon.com/images/M/MV5BMTRlOWQ0NTktMGY3YS00NzI3LWIxMzUtYzJhYzg2NzFlM2ViXkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_.jpg
808,tt1785635,3/20/2021,3/20/2021,Two estranged sisters are forced to rob a bank in order to save their brother. But this is no ordinary bank.,The Vault,https://www.imdb.com/title/tt1785635/,movie,4.8,91,2017,"Crime, Horror, Mystery, Thriller",13301,9/1/2017,Dan Bush,https://m.media-amazon.com/images/M/MV5BODE1ODg2NDY1MF5BMl5BanBnXkFtZTgwNjYxMTIwMzI@._V1_.jpg
809,tt9684220,3/27/2021,3/27/2021,This mix of a scripted buddy comedy road movie and a real hidden camera prank show follows the outrageous misadventures of two buds stuck in a rut who embark on a cross-country road trip to NYC. The storyline sets up shocking real...,Bad Trip,https://www.imdb.com/title/tt9684220/,movie,6.5,86,2021,Comedy,25759,3/26/2021,Kitao Sakurai,https://m.media-amazon.com/images/M/MV5BNDgzMTgxOTktNmM2Ny00Nzk5LTgxNjAtNzJlNjBjNjMyOWZkXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg
810,tt0034546,3/28/2021,3/28/2021,Kindly soup kitchen operator and professor of criminology Bela Lugosi uses his soup kitchen as a front for a criminal gang who commit a series of daring robberies and murders.,Bowery at Midnight,https://www.imdb.com/title/tt0034546/,movie,5.3,61,1942,"Crime, Thriller",1174,10/30/1942,Wallace Fox,https://m.media-amazon.com/images/M/MV5BNDc2ZGMwMjAtZmZiMC00MGU5LWIyMTgtYmMyNWY2MWZmNWU0L2ltYWdlXkEyXkFqcGdeQXVyMDMxMjQwMw@@._V1_.jpg
811,tt11695654,4/12/2021,4/12/2021,"When a punk band scores their first tour, life on the road proves tough when they are joined by a man-eating demon as a roadie.",Uncle Peckerhead,https://www.imdb.com/title/tt11695654/,movie,5.9,97,2020,"Comedy, Horror, Music",2330,1/25/2020,Matthew John Lawrence,https://m.media-amazon.com/images/M/MV5BYzE3NzIxNmQtYTAwNC00N2ZiLTg1ZDYtZGI5MjliNzdiY2U4XkEyXkFqcGdeQXVyOTMzOTMzMTg@._V1_.jpg
812,tt2126355,4/17/2021,4/17/2021,"In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey with his ex-wife across the state in order to rescue his daughter.",San Andreas,https://www.imdb.com/title/tt2126355/,movie,6.1,114,2015,"Action, Adventure, Thriller",243504,5/21/2015,Brad Peyton,https://m.media-amazon.com/images/M/MV5BNzZhYmQ2NGMtZmRmYi00NzgzLTllNmUtNDQwZDAxMmE3NzI0XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg
